MaritalStatus,ApplicationMode,ApplicationOrder,Course,PreviousQualification,PreviousQualificationGrade,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,UnemploymentRate,InflationRate,GDP,Target
2,39,1,9003,1,130,38,37,9,9,144,0,1,0,0,29,20,18,15.44444444,13,13,13,15.5,2.8,-4.06,Graduate
1,17,1,9853,1,125,19,19,4,7,128.5,1,1,0,0,18,9,6,11.5,7,8,7,13.9,-0.3,0.79,Enrolled
1,7,1,9070,3,140,37,2,9,3,140,0,0,0,0,23,3,2,10,6,0,0,10.8,1.4,1.74,Dropout
1,42,1,9853,1,120,1,37,5,5,113.9,1,1,0,0,21,8,4,12.25,6,13,3,12.7,3.7,-1.7,Dropout
1,1,1,9238,1,147,1,19,4,4,137.2,0,0,0,0,18,6,6,14.5,6,6,6,10.8,1.4,1.74,Graduate
1,7,1,9085,40,140,1,19,5,5,140,1,1,0,0,23,7,6,15.57142857,6,8,6,12.4,0.5,1.79,Graduate
1,1,1,9130,1,161,1,19,4,4,152.3,0,1,0,0,18,7,6,15.57142857,6,7,6,11.1,0.6,2.02,Graduate
2,39,1,8014,19,133.1,37,37,4,8,112.5,0,1,0,0,32,8,5,13.8,6,7,6,9.4,-0.8,-3.12,Graduate
2,39,2,9147,1,150,19,37,9,7,101,0,0,0,0,29,8,3,10.66666667,5,14,2,10.8,1.4,1.74,Dropout
1,1,6,9238,1,113,1,38,194,163,112.3,1,1,0,1,20,8,5,11.6,6,8,4,8.9,1.4,3.51,Graduate
1,39,1,9238,1,140,34,34,0,0,114,1,0,0,0,28,11,1,13,6,12,0,9.4,-0.8,-3.12,Dropout
1,7,1,9147,3,130,38,38,1,9,130,0,1,0,0,27,9,3,12,5,11,4,10.8,1.4,1.74,Graduate
1,43,2,9500,1,120,37,34,90,0,121.5,0,1,0,0,22,14,12,12.33333333,14,14,12,7.6,2.6,0.32,Graduate
2,39,1,9003,19,133.1,19,37,9,10,120,0,1,0,0,37,10,6,12.875,6,12,6,16.2,0.3,-0.92,Enrolled
1,7,1,8014,3,130,37,38,0,5,130,0,0,0,0,28,12,1,11,6,0,0,12.7,3.7,-1.7,Dropout
2,39,1,9003,1,120,37,37,9,9,125.7,0,0,0,0,43,10,4,12.25,6,13,4,8.9,1.4,3.51,Dropout
1,43,1,9556,1,140,37,37,9,9,128,1,0,0,0,32,7,0,0,8,8,0,10.8,1.4,1.74,Dropout
1,17,1,9238,1,123,1,1,9,9,113.2,0,1,0,1,20,11,4,10.75,6,13,5,15.5,2.8,-4.06,Enrolled
4,39,1,9500,19,133.1,38,1,9,4,120,0,1,0,1,35,9,8,13.63,8,9,8,9.4,-0.8,-3.12,Graduate
1,1,1,9670,1,130,37,37,0,0,117.8,1,1,0,0,21,8,3,13,5,7,4,7.6,2.6,0.32,Graduate
1,1,4,9500,1,126,19,19,7,9,121.3,1,1,0,1,18,9,6,13.53333333,7,7,7,12.4,0.5,1.79,Enrolled
1,1,1,9500,1,176,3,38,3,7,169.7,0,1,0,1,18,7,7,16.9,8,9,8,16.2,0.3,-0.92,Graduate
1,17,4,9238,1,124,19,19,5,8,117.7,1,1,0,0,18,10,5,12,6,11,4,16.2,0.3,-0.92,Graduate
1,44,1,8014,39,120,19,37,7,6,121.8,1,1,0,0,22,6,6,12.5,6,7,6,12.4,0.5,1.79,Graduate
1,1,2,9500,1,140,1,1,4,10,128.3,1,1,0,0,19,8,7,12.76428571,8,8,7,10.8,1.4,1.74,Graduate
1,18,2,9147,1,143,19,38,9,7,132.2,1,1,0,1,18,8,5,13.75,5,6,5,13.9,-0.3,0.79,Graduate
1,1,2,171,1,136,39,1,3,4,134.3,1,1,0,0,19,0,0,0,0,0,0,12.4,0.5,1.79,Dropout
1,1,1,9500,1,132,19,1,9,5,123.4,0,1,0,1,18,7,7,14.60428571,8,9,8,11.1,0.6,2.02,Graduate
2,39,1,9991,19,133.1,19,39,5,3,121.7,0,0,0,0,31,7,0,0,5,7,0,16.2,0.3,-0.92,Dropout
2,39,1,8014,19,100,1,19,1,5,130,0,1,0,1,33,9,5,13.83333333,6,7,6,9.4,-0.8,-3.12,Graduate
1,1,3,9500,1,137,19,38,7,7,126.5,1,1,0,1,19,8,8,13.57625,8,8,8,9.4,-0.8,-3.12,Graduate
1,17,1,9238,1,153,38,38,7,7,159.7,1,1,0,1,18,7,6,15.14285714,6,6,6,12.7,3.7,-1.7,Graduate
1,1,1,9147,1,160,9,19,4,3,151.3,0,1,0,0,23,8,3,10.66666667,5,8,5,7.6,2.6,0.32,Graduate
1,17,1,9238,1,145,38,38,5,7,138,1,1,0,0,20,11,5,11.2,6,6,6,9.4,-0.8,-3.12,Graduate
1,1,5,9500,1,137,38,38,4,8,126.5,1,1,0,0,18,8,8,13.76375,8,8,8,9.4,-0.8,-3.12,Graduate
1,53,1,9085,42,140,1,1,4,3,140,1,1,0,0,21,10,8,13.25,9,14,5,8.9,1.4,3.51,Enrolled
1,1,1,9238,1,120,19,38,5,6,112.3,0,1,0,1,22,10,5,10.71428571,6,10,5,12.7,3.7,-1.7,Graduate
1,1,1,9238,1,122,1,19,4,4,127.3,1,1,0,0,20,6,6,12.16666667,6,7,6,9.4,-0.8,-3.12,Graduate
1,7,1,9500,3,130,19,38,4,10,130,1,1,0,0,23,8,6,14.35714286,7,8,6,7.6,2.6,0.32,Graduate
1,17,2,9773,1,133.1,3,1,4,5,115,1,1,0,0,19,6,6,12.83333333,6,6,6,16.2,0.3,-0.92,Graduate
1,17,6,9500,1,150,1,37,1,1,131.5,1,1,0,0,19,8,7,13.92571429,8,8,7,10.8,1.4,1.74,Graduate
1,39,1,9991,1,133.1,19,38,7,4,125.7,0,1,0,0,26,9,2,12,5,9,3,10.8,1.4,1.74,Dropout
1,1,6,9500,1,141,1,37,4,3,126.8,1,1,0,0,18,7,7,13.44285714,8,9,8,16.2,0.3,-0.92,Graduate
1,18,1,9119,1,146,1,37,7,7,132.4,1,1,1,0,18,5,1,16,5,5,0,9.4,-0.8,-3.12,Dropout
1,44,1,9003,39,150,38,37,9,9,150,1,1,1,0,20,8,6,13.125,6,10,6,16.2,0.3,-0.92,Graduate
1,1,1,9670,1,133.1,3,1,4,4,95,0,1,1,0,19,7,0,0,6,6,0,15.5,2.8,-4.06,Dropout
1,43,1,9991,1,120,37,37,9,9,128.2,0,0,1,0,32,9,5,11.4,4,4,4,10.8,1.4,1.74,Dropout
2,39,1,9130,1,150,19,19,4,4,130,0,0,1,0,31,12,2,11,5,9,3,9.4,-0.8,-3.12,Dropout
1,39,1,9119,19,133.1,1,19,4,5,100,0,1,1,0,25,13,1,11,5,11,1,13.9,-0.3,0.79,Enrolled
1,42,1,9085,39,140,19,3,9,1,159.9,1,1,0,0,21,14,5,13.66666667,6,10,5,16.2,0.3,-0.92,Graduate
2,43,1,9991,1,140,37,37,4,9,100,0,0,0,0,31,10,4,11.75,5,6,1,12.7,3.7,-1.7,Dropout
2,39,1,9853,1,133.1,37,37,5,5,116.5,0,1,0,0,34,11,1,10,7,7,1,16.2,0.3,-0.92,Dropout
1,1,1,9238,1,128,19,19,9,9,120,0,1,0,1,18,8,6,13.5,6,9,6,11.1,0.6,2.02,Graduate
1,1,3,9238,1,117,19,19,9,9,117,1,1,0,0,19,0,0,0,6,0,0,12.4,0.5,1.79,Dropout
1,53,1,9670,42,140,19,37,3,6,140,1,1,0,0,21,12,1,12,6,11,1,8.9,1.4,3.51,Enrolled
1,1,2,9853,1,124,38,37,5,3,118.1,1,0,0,0,18,11,3,13,6,10,5,9.4,-0.8,-3.12,Dropout
1,1,1,9254,1,158,19,39,4,8,153.5,1,1,0,0,20,7,6,14.83333333,6,6,6,11.1,0.6,2.02,Graduate
1,43,1,9773,1,137,38,37,9,5,127.9,1,1,0,0,20,6,6,11.83333333,6,7,6,15.5,2.8,-4.06,Graduate
1,17,3,9670,1,123,38,38,7,8,118.8,1,1,0,1,18,10,5,12,6,11,5,11.1,0.6,2.02,Graduate
1,1,1,9238,1,126,38,38,7,8,126.7,1,1,0,0,19,11,4,12.75,6,7,6,7.6,2.6,0.32,Graduate
1,43,1,9085,1,170,19,19,5,1,170,1,1,0,0,19,5,0,0,5,7,4,12.7,3.7,-1.7,Enrolled
4,39,1,9130,1,133.1,3,1,5,5,110,1,1,0,1,30,7,0,0,6,16,1,11.1,0.6,2.02,Dropout
1,17,1,9238,1,115,19,38,5,5,115,1,1,0,0,19,6,6,12,6,7,6,11.1,0.6,2.02,Graduate
1,1,3,9556,1,132,38,37,7,7,119,1,1,0,0,19,9,7,11.67777778,8,8,8,12.7,3.7,-1.7,Graduate
1,1,4,9500,1,132,1,37,4,7,121.8,1,1,0,1,19,8,7,13.6,8,8,7,12.7,3.7,-1.7,Graduate
1,1,1,9085,1,143,19,38,9,9,133.4,1,1,0,0,19,7,6,16,6,8,6,12.4,0.5,1.79,Graduate
1,1,3,9238,1,137,1,1,3,3,131.4,1,1,0,0,20,9,5,11.8,6,7,6,7.6,2.6,0.32,Graduate
1,42,1,9119,1,130,19,37,9,3,135,0,1,1,0,25,5,0,0,6,7,2,13.9,-0.3,0.79,Dropout
1,1,2,9773,1,121,19,19,9,9,122.8,0,1,1,0,19,0,0,0,6,0,0,12.4,0.5,1.79,Dropout
2,39,1,9853,1,130,37,19,7,3,140,0,1,0,1,34,7,6,16.14285714,6,10,6,9.4,-0.8,-3.12,Graduate
1,18,2,9500,1,135,38,37,9,5,125.3,1,1,0,1,18,8,7,11.78571429,8,8,7,12.7,3.7,-1.7,Graduate
1,1,6,9500,1,137,1,1,4,5,126.3,1,1,0,1,18,8,8,13.42375,8,8,8,9.4,-0.8,-3.12,Graduate
1,1,1,9670,1,100,38,38,9,10,100,0,1,0,0,20,8,6,12.5,6,10,5,11.1,0.6,2.02,Graduate
1,17,2,9500,1,127,19,37,9,7,121.3,1,1,0,1,20,8,7,12.46428571,8,8,7,10.8,1.4,1.74,Graduate
1,53,1,9991,1,140,38,38,191,193,135,0,1,0,0,23,18,8,12.375,9,15,5,8.9,1.4,3.51,Enrolled
1,39,1,9670,1,140,37,37,6,6,120,0,1,0,0,28,8,1,10,6,9,0,10.8,1.4,1.74,Dropout
1,17,1,9773,1,121,37,19,9,10,113.7,0,1,0,0,18,8,5,12.6,6,10,6,15.5,2.8,-4.06,Enrolled
1,43,1,9147,1,131,19,38,9,9,129.7,1,1,0,0,19,5,5,12.6,5,6,4,16.2,0.3,-0.92,Graduate
2,1,1,9147,1,151,38,37,9,8,132.1,1,1,0,0,34,7,2,10,5,6,4,7.6,2.6,0.32,Dropout
2,51,1,9853,1,130,37,37,7,8,120.3,0,1,0,0,35,7,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,7,1,9991,40,120,37,37,9,7,120,0,1,0,0,32,7,5,11.6,5,8,5,12.4,0.5,1.79,Graduate
1,17,2,9254,1,136,19,19,4,7,123.1,1,1,0,0,19,8,6,12.16666667,6,6,6,11.1,0.6,2.02,Graduate
1,17,5,9670,1,125,1,19,9,7,119.4,1,1,0,0,18,10,4,13.6,6,7,5,11.1,0.6,2.02,Graduate
2,39,1,9147,1,133.1,37,37,9,9,140,0,0,0,0,35,8,4,12.5,5,8,5,9.4,-0.8,-3.12,Dropout
1,39,1,8014,1,133.1,1,12,4,5,116.5,0,1,1,1,24,6,4,12.25,6,10,4,12.4,0.5,1.79,Enrolled
1,17,1,9238,1,120,19,37,9,9,113,1,1,0,1,20,7,6,11.71428571,6,8,6,13.9,-0.3,0.79,Graduate
1,1,3,9773,1,143,19,19,4,9,133.9,1,1,1,1,18,7,6,13.5,6,7,6,16.2,0.3,-0.92,Graduate
1,1,3,9500,1,133.1,38,19,7,9,115.5,1,1,1,1,20,8,7,13.02428571,8,8,7,10.8,1.4,1.74,Graduate
1,17,5,9254,1,121,1,19,4,7,116.5,1,0,1,0,18,12,0,0,6,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,9119,1,168,19,19,4,4,171.2,0,1,1,1,18,6,5,17.33333333,5,8,5,12.4,0.5,1.79,Graduate
1,1,1,9670,1,124,19,37,5,7,119.1,0,1,1,1,20,7,4,11,5,7,4,9.4,-0.8,-3.12,Graduate
1,17,2,9853,1,127,19,38,3,3,121.1,1,1,1,0,19,10,6,13.66666667,7,9,6,12.4,0.5,1.79,Dropout
1,1,2,9070,1,129,1,1,4,9,132.9,1,1,1,1,20,9,6,11.375,6,6,5,7.6,2.6,0.32,Enrolled
1,1,1,9238,1,137,19,1,9,9,132.8,0,1,1,0,19,6,6,12.83333333,6,8,6,10.8,1.4,1.74,Graduate
1,1,1,9773,1,120,36,37,0,0,126.7,1,1,1,0,20,9,5,12.6,6,11,4,7.6,2.6,0.32,Graduate
1,1,1,9500,1,110,19,19,9,7,105.8,1,1,1,0,22,8,6,14.33333333,8,9,7,11.1,0.6,2.02,Graduate
1,17,2,9119,1,120,1,19,9,8,117.2,0,1,1,1,18,8,4,13.5,6,10,6,11.1,0.6,2.02,Enrolled
1,1,1,9500,1,143,38,38,9,9,140,0,1,1,0,19,8,7,14.28571429,8,8,7,12.7,3.7,-1.7,Graduate
1,44,1,9003,39,120,1,19,9,7,120,0,1,1,0,22,15,3,11.75,6,12,2,13.9,-0.3,0.79,Dropout
1,17,5,9119,1,124,4,12,2,9,119.5,1,1,1,0,20,5,5,14.8,5,5,5,8.9,1.4,3.51,Graduate
2,39,1,9003,1,168,1,41,9,3,153.9,0,0,1,0,34,7,0,0,6,0,0,12.4,0.5,1.79,Dropout
2,39,1,8014,19,133.1,1,1,4,4,130,0,1,1,0,24,14,1,10,5,5,0,16.2,0.3,-0.92,Dropout
1,39,2,9670,1,150,34,34,0,0,107,1,1,1,0,26,5,0,0,5,5,0,7.6,2.6,0.32,Dropout
1,39,1,9500,1,140,37,37,9,6,132.8,0,1,1,0,35,10,4,12.6,7,9,5,12.4,0.5,1.79,Dropout
1,1,1,9991,1,145,2,37,4,9,127.5,1,1,1,0,22,9,5,12.42857143,5,7,5,7.6,2.6,0.32,Graduate
1,18,1,9254,1,118,38,38,5,5,123.3,1,1,1,0,26,10,4,10,6,11,3,9.4,-0.8,-3.12,Enrolled
1,17,1,9147,1,123,1,19,3,4,122,0,1,1,0,19,7,3,12.33333333,5,5,0,8.9,1.4,3.51,Dropout
1,1,5,9254,1,120,3,19,3,9,114.8,1,0,1,0,19,0,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,44,1,171,39,140,3,3,2,2,140,0,1,1,0,20,0,0,0,0,0,0,15.5,2.8,-4.06,Graduate
1,51,1,9670,1,126,3,3,1,10,111,0,1,1,0,21,12,10,12.1,8,9,8,11.1,0.6,2.02,Graduate
1,1,2,9773,1,137,1,19,7,7,133.2,1,1,0,1,19,7,6,14.71428571,6,6,6,13.9,-0.3,0.79,Graduate
1,1,3,9773,1,130,19,19,9,9,123,1,1,0,0,18,6,6,12.66666667,6,7,6,12.7,3.7,-1.7,Graduate
1,53,1,9003,42,150,1,38,8,8,150,0,1,0,1,23,14,12,14.38461538,10,12,10,8.9,1.4,3.51,Graduate
1,17,3,9147,1,147,19,38,5,7,132.3,1,1,0,1,18,5,5,13.4,5,6,5,12.7,3.7,-1.7,Graduate
1,18,1,9500,1,140,37,38,5,7,126,1,1,0,0,18,8,7,13.31428571,8,8,7,12.7,3.7,-1.7,Graduate
1,1,3,9500,1,132,38,38,9,9,119.3,1,1,0,0,19,8,7,11.98857143,8,8,7,10.8,1.4,1.74,Graduate
1,53,1,9147,42,130,1,19,143,172,133.8,1,1,0,0,21,17,11,11.54545455,9,13,8,8.9,1.4,3.51,Graduate
1,1,1,9085,1,130,37,37,9,6,126.5,1,1,0,1,18,13,6,16.46153846,6,8,6,15.5,2.8,-4.06,Graduate
1,1,1,9773,1,151,38,37,9,5,138.4,1,1,0,1,24,7,6,13.66666667,6,6,6,10.8,1.4,1.74,Graduate
1,1,4,9500,1,144,3,39,2,3,129,1,1,0,0,18,8,7,12.65,8,9,8,16.2,0.3,-0.92,Dropout
1,1,1,9670,1,127,19,1,5,7,118.3,1,1,0,0,18,7,6,12.33333333,6,10,3,13.9,-0.3,0.79,Enrolled
1,17,2,9500,1,131,19,37,9,7,129.8,1,1,0,0,20,8,6,14.37,8,10,7,12.4,0.5,1.79,Graduate
1,17,2,9085,1,123,1,19,4,9,113.6,1,1,0,0,19,13,3,12,5,8,4,9.4,-0.8,-3.12,Enrolled
1,1,5,9773,1,130,34,38,0,8,128.3,1,0,0,1,18,12,3,12,6,15,3,7.6,2.6,0.32,Dropout
1,43,1,9254,1,130,1,19,5,7,130,0,1,0,1,19,11,4,12,6,14,3,10.8,1.4,1.74,Dropout
1,17,2,9853,1,131,1,38,4,8,121.9,1,1,0,0,19,10,5,12.6,6,7,5,10.8,1.4,1.74,Graduate
1,1,5,9238,3,135,1,38,9,3,129.4,0,1,0,0,18,6,6,12.16666667,6,6,6,10.8,1.4,1.74,Graduate
1,1,2,9853,1,123,19,1,194,103,115.3,1,1,0,0,20,8,6,13.5,7,8,6,11.1,0.6,2.02,Enrolled
1,1,5,9500,1,145,38,38,9,9,125.5,1,1,0,1,18,8,8,13.76375,8,8,8,9.4,-0.8,-3.12,Graduate
1,17,6,9556,1,118,38,38,5,5,117.8,1,1,0,1,19,11,6,12.4,7,8,6,11.1,0.6,2.02,Graduate
1,17,3,9147,1,125,3,38,2,10,118.7,1,1,0,0,18,16,4,10.66666667,5,11,2,13.9,-0.3,0.79,Enrolled
1,1,2,9500,1,152,37,37,9,9,139,1,1,0,0,18,7,6,14.33333333,7,7,6,7.6,2.6,0.32,Graduate
1,1,1,9085,1,101,1,37,4,9,98.9,1,1,0,0,21,12,4,12.5,6,13,2,11.1,0.6,2.02,Enrolled
1,17,1,9254,1,137,34,38,0,7,137.7,1,0,0,0,19,14,1,10,6,13,0,7.6,2.6,0.32,Dropout
1,1,4,9500,1,123,1,1,3,3,113.6,1,1,0,0,21,8,7,14.69625,8,9,8,12.4,0.5,1.79,Graduate
1,1,1,9085,1,120,4,1,2,9,113.4,0,1,0,0,18,14,4,11.5,6,17,3,11.1,0.6,2.02,Enrolled
1,17,3,9556,1,131,19,38,9,7,128.5,0,1,0,1,18,9,7,12.85555556,8,8,8,12.7,3.7,-1.7,Graduate
1,1,1,9500,1,141,1,1,3,10,142.8,0,1,0,0,18,7,7,13.7,8,9,8,11.1,0.6,2.02,Graduate
1,1,1,9130,1,144,3,1,1,3,137.7,0,0,0,0,23,9,0,0,5,10,1,10.8,1.4,1.74,Dropout
1,1,1,9238,1,107,19,37,7,7,103.5,1,1,0,0,20,13,3,11.2,6,9,4,16.2,0.3,-0.92,Enrolled
1,1,1,9500,1,133,38,38,5,5,123.2,0,1,0,0,18,7,7,13.28571429,8,9,8,16.2,0.3,-0.92,Graduate
1,17,2,9853,1,126,1,19,2,10,126,1,1,0,0,19,9,5,13,6,8,5,7.6,2.6,0.32,Enrolled
1,39,1,9500,1,133.1,1,38,3,7,121.7,0,1,0,1,27,8,6,12.6,7,9,6,12.4,0.5,1.79,Enrolled
1,17,1,9147,1,147,37,37,9,6,142.8,1,0,0,1,19,5,5,12.8,5,5,4,11.1,0.6,2.02,Enrolled
1,43,1,9130,1,120,1,19,9,9,120,1,1,0,0,21,14,5,11.5,6,13,5,15.5,2.8,-4.06,Dropout
1,18,1,9500,1,130,37,38,7,8,119.3,1,1,0,1,19,8,7,11.4,8,8,7,10.8,1.4,1.74,Graduate
1,44,1,9238,1,120,37,37,6,9,121,0,1,0,1,21,6,6,12.33333333,6,8,6,13.9,-0.3,0.79,Graduate
1,1,5,9773,1,138,19,19,9,9,139.4,1,1,0,0,18,7,5,12.8,6,10,4,10.8,1.4,1.74,Graduate
1,17,1,9085,1,124,19,38,7,7,113.9,1,1,0,1,20,8,5,12,5,8,4,12.7,3.7,-1.7,Graduate
1,1,1,9853,1,133,37,37,9,7,124.6,1,1,0,1,18,8,5,13,6,9,5,9.4,-0.8,-3.12,Graduate
1,17,1,9070,1,122,1,1,4,8,123.8,1,0,0,1,18,6,6,11.83333333,6,8,6,12.7,3.7,-1.7,Dropout
1,1,3,9085,1,138,1,3,4,4,126.3,1,1,0,0,18,8,6,14,6,9,6,8.9,1.4,3.51,Graduate
1,17,4,9773,1,134,1,1,3,3,120.4,1,1,0,1,18,6,6,12.33333333,6,6,6,16.2,0.3,-0.92,Graduate
1,1,3,9500,1,128,1,1,7,7,120.5,1,1,0,1,19,10,5,13.04,7,7,7,12.4,0.5,1.79,Enrolled
1,53,1,9085,42,140,19,38,8,9,144.9,1,0,0,0,23,18,11,13.16666667,9,15,8,8.9,1.4,3.51,Enrolled
1,39,1,9085,19,133.1,19,19,4,9,139.9,1,1,0,1,24,7,6,12.5,6,11,6,8.9,1.4,3.51,Graduate
1,1,1,171,1,142,1,1,3,3,133.3,1,1,0,0,19,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
1,1,3,9500,1,141,19,19,9,9,126,1,1,0,0,18,8,7,15.65714286,8,8,7,12.7,3.7,-1.7,Graduate
1,1,2,9070,1,145,1,19,4,3,133.5,0,1,0,0,19,6,6,12.16666667,6,6,6,12.7,3.7,-1.7,Graduate
1,17,2,9853,1,145,38,19,4,9,127.9,1,1,0,0,19,0,0,0,6,0,0,10.8,1.4,1.74,Dropout
1,1,1,9238,1,108,1,38,5,8,105.9,0,1,0,1,20,11,5,10.6,6,9,5,11.1,0.6,2.02,Enrolled
1,1,1,9085,1,132,1,12,4,5,124.3,0,1,0,0,20,10,6,13.42857143,6,11,5,13.9,-0.3,0.79,Enrolled
1,39,1,9773,1,140,34,37,0,0,102.5,0,1,0,0,26,8,4,11.75,6,12,0,7.6,2.6,0.32,Dropout
1,39,1,9254,19,133.1,19,1,9,5,97,0,0,1,0,36,10,0,0,5,5,0,15.5,2.8,-4.06,Dropout
1,17,1,171,1,128,1,1,4,10,134.7,0,0,1,0,19,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,42,1,9119,1,120,19,37,9,9,113.8,0,0,1,0,27,0,0,0,5,0,0,15.5,2.8,-4.06,Dropout
1,1,4,9119,1,120,3,1,123,152,116.9,0,1,1,0,18,9,1,13,5,5,0,8.9,1.4,3.51,Dropout
1,1,4,9500,1,139,37,38,9,9,124,1,1,1,1,18,8,7,13.33142857,8,8,7,10.8,1.4,1.74,Graduate
1,39,1,9070,1,139.3,38,38,5,5,117.5,0,1,1,0,28,0,0,0,6,0,0,12.4,0.5,1.79,Dropout
1,44,1,171,39,150,19,1,9,9,154.8,1,1,1,0,21,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
1,1,1,9500,1,138,19,37,4,9,141,0,1,1,0,19,7,6,13.7,7,7,6,7.6,2.6,0.32,Graduate
1,39,1,9670,9,133.1,6,22,3,3,120,0,0,1,0,26,5,0,0,5,5,0,9.4,-0.8,-3.12,Dropout
1,51,1,9119,1,136,1,19,3,5,133.6,1,1,1,0,20,12,9,13.45454545,7,9,6,11.1,0.6,2.02,Dropout
1,1,6,9500,1,134,38,38,9,9,122,1,1,1,0,19,8,7,12.2,8,8,7,12.7,3.7,-1.7,Graduate
1,1,1,9147,1,140,19,19,7,3,120,1,1,1,0,21,8,3,10,5,10,4,12.7,3.7,-1.7,Dropout
1,53,1,9670,42,110,1,19,9,9,114.2,0,1,1,1,23,7,5,13,6,7,6,8.9,1.4,3.51,Graduate
1,39,1,8014,38,133.1,38,37,4,8,95.5,0,1,1,0,29,11,6,12,6,6,6,11.1,0.6,2.02,Graduate
1,1,1,9500,1,129,1,1,9,9,120,0,1,1,0,20,8,7,15.02857143,8,8,7,12.7,3.7,-1.7,Graduate
1,1,1,9238,1,116,1,19,5,9,111.1,0,1,1,0,18,8,6,12,6,7,6,15.5,2.8,-4.06,Graduate
1,1,1,9773,1,130,1,38,3,5,128.6,1,1,1,0,19,8,5,12,6,8,5,9.4,-0.8,-3.12,Graduate
1,7,1,9556,3,130,1,37,4,8,130,0,0,1,0,23,7,3,13.66666667,8,8,3,10.8,1.4,1.74,Dropout
1,1,1,171,1,116,38,1,5,1,111.1,0,1,1,0,21,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
1,17,1,9147,1,136,1,1,9,3,122.7,1,1,1,0,18,6,5,12,5,7,4,15.5,2.8,-4.06,Enrolled
1,1,1,171,1,147,37,19,7,7,134.4,1,1,1,1,18,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
1,1,5,9070,1,117,19,37,5,5,131,1,0,1,0,21,6,1,14,6,7,0,9.4,-0.8,-3.12,Dropout
1,51,1,9238,1,141,1,1,5,9,125,0,1,1,0,22,6,0,0,6,7,0,11.1,0.6,2.02,Dropout
1,18,1,9556,1,133.1,3,19,2,8,106,1,1,1,0,21,8,7,12.375,7,11,5,8.9,1.4,3.51,Graduate
1,39,1,9500,1,133.1,38,19,9,9,128,1,0,1,0,32,0,0,0,8,0,0,16.2,0.3,-0.92,Dropout
1,7,1,9003,3,120,1,19,4,1,120,1,1,1,0,27,21,18,11.42105263,13,16,13,15.5,2.8,-4.06,Graduate
1,1,1,9500,1,148,19,38,9,8,134.8,1,1,1,0,18,7,6,13.35,7,7,6,7.6,2.6,0.32,Graduate
1,39,1,9070,1,130,1,1,5,3,112,1,1,1,1,24,6,6,15,6,6,2,15.5,2.8,-4.06,Graduate
1,1,1,9130,1,120,19,37,1,9,116.1,1,1,1,0,22,9,2,10.5,5,5,0,12.7,3.7,-1.7,Dropout
1,43,1,9130,1,120,2,3,3,2,120,1,0,1,0,22,0,0,0,4,6,0,10.8,1.4,1.74,Dropout
1,1,3,9147,1,133,37,37,9,5,119.7,1,1,1,0,19,8,5,13.25,5,6,5,13.9,-0.3,0.79,Graduate
1,17,6,9119,1,129,37,13,4,90,117.1,1,1,1,0,19,10,0,0,5,5,0,7.6,2.6,0.32,Dropout
1,1,2,9085,1,118,1,19,3,3,112.4,1,1,1,0,21,7,4,11.5,5,15,3,10.8,1.4,1.74,Enrolled
1,1,2,9500,1,140,1,1,2,7,131,1,1,0,1,18,8,8,13.88125,8,8,8,9.4,-0.8,-3.12,Graduate
1,1,2,9254,1,127,3,19,3,10,130.9,1,1,0,0,18,8,6,11.33333333,6,8,5,9.4,-0.8,-3.12,Graduate
1,1,1,171,1,131,19,19,9,9,134.9,1,1,0,0,20,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
1,17,1,9238,1,132,1,19,4,9,127.1,1,1,0,0,19,7,6,12.85714286,6,7,6,13.9,-0.3,0.79,Graduate
1,17,5,9773,1,113,38,38,191,175,110.2,1,1,0,0,19,6,5,11.6,6,6,6,8.9,1.4,3.51,Graduate
1,17,1,9254,1,115,12,1,9,3,108.7,1,1,0,1,18,9,5,11.4,6,6,6,12.4,0.5,1.79,Graduate
1,1,1,9130,1,133.1,1,1,3,9,138,1,1,0,0,20,11,6,13.33333333,6,10,6,16.2,0.3,-0.92,Enrolled
1,44,1,9070,39,150,12,37,3,9,147.7,0,1,0,1,22,7,7,13.57142857,9,9,9,12.4,0.5,1.79,Graduate
2,39,1,9556,19,133.1,37,38,9,9,123,0,1,0,0,31,13,6,11.83333333,7,8,7,12.4,0.5,1.79,Graduate
1,17,1,9853,1,141,19,19,9,8,142.8,0,1,0,1,19,7,7,14.42857143,7,7,7,16.2,0.3,-0.92,Graduate
1,1,2,171,1,140,1,3,3,3,138.3,1,1,0,0,18,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
